author,bookid,rating
Abbi Glines,2665,4.26
Tom Clancy,2666,4.04
Ann Voskamp,2667,4.03
Robert Bloch,2668,4.09
Robin Hobb,2669,4.12
Alistair MacLean,2670,4.12
Clint Willis,2670,4.12
Maeve Binchy,2671,4.0
Rupi Kaur,2672,4.27
Tom Clancy,2673,4.07
Neil Gaiman,2674,4.02
Rosamund Lupton,2675,3.77
Liu Cixin,2676,4.0
Ken Liu,2676,4.0
Terry Pratchett,2677,4.25
Mark Millar,2678,4.17
Kilian Plunkett,2678,4.17
Andrew Robinson,2678,4.17
Walden Wong,2678,4.17
Dave Johnson,2678,4.17
Julia Glass,2679,3.56
Benjamin Franklin,2680,3.83
Lewis Leary,2680,3.83
Timothy J. Keller,2681,4.2
Mark  Lawrence,2682,4.2
Jeffrey Archer,2683,4.01
Meg Cabot,2684,4.04
Sara Shepard,2685,4.07
W. Chan Kim,2686,3.86
Renee Mauborgne,2686,3.86
James Patterson,2687,4.07
Sarah Addison Allen,2688,3.84
Audrey Wood,2689,4.27
Don    Wood,2689,4.27
Matthew FitzSimmons,2690,4.15
Christopher Moore,2691,3.82
Jamie McGuire,2692,4.13
Vernor Vinge,2693,4.13
Eckhart Tolle,2694,4.25
Caroline B. Cooney,2695,3.72
Robert Lopshire,2696,4.13
Sophie Jordan,2697,3.88
Italo Calvino,2698,4.19
William Weaver,2698,4.19
Jessica Park,2699,4.01
Richard Flanagan,2700,4.0
A.N. Roquelaure,2701,3.28
Anne Rice,2701,3.28
Jennifer Worth,2702,4.17
Hunter S. Thompson,2703,4.0
Jennifer Weiner,2704,3.69
L.J. Smith,2705,3.41
Susan Elizabeth Phillips,2706,4.04
Michael   Lewis,2707,3.87
Jennifer Weiner,2708,3.66
Stendhal,2709,3.87
Roger Gard,2709,3.87
Philippa Gregory,2710,3.69
Catherine Fisher,2711,3.64
C.C. Hunter,2712,4.29
Bev Vincent,2713,4.29
Josephine Angelini,2714,4.08
Alyson Noel,2715,3.82
N.H. Kleinbaum,2716,4.21
Emily Bleeker,2717,3.66
Terry Pratchett,2718,4.24
John Flanagan,2719,4.25
Paramahansa Yogananda,2720,4.22
Kevin Hearne,2721,4.22
Alvin Schwartz,2722,4.05
Stephen Gammell,2722,4.05
Harlan Coben,2723,3.9
John Hersey,2724,3.94
Jennifer Brown,2725,4.03
Kasie West,2726,3.95
Karen Armstrong,2727,3.85
James S.A. Corey,2728,4.18
Pablo Neruda,2729,4.33
W.S. Merwin,2729,4.33
Cristina Garcia,2729,4.33
Tom Clancy,2730,4.01
David Shannon,2731,4.11
Thomas More,2732,3.5
Paul Turner,2732,3.5
Pseudonymous Bosch,2733,4.04
Gilbert Ford,2733,4.04
Danielle  Paige,2734,3.84
Dean Koontz,2735,3.8
Aimee Bender,2736,3.19
James Patterson,2737,3.97
Dai Sijie,2738,3.63
Ina Rilke,2738,3.63
Roxane Gay,2739,3.91
V.C. Andrews,2740,3.82
Roald Dahl,2741,4.07
Quentin Blake,2741,4.07
Amy Chua,2742,3.61
Noelle Stevenson,2743,4.2
Giada De Laurentiis,2744,3.97
Patricia Cornwell,2745,4.02
James Patterson,2746,3.93
Jeanette Winterson,2747,3.75
R.K. Lilley,2748,4.29
Ravinder Singh,2749,3.64
Betty MacDonald,2750,4.16
Alexandra Boiger,2750,4.16
Michael Connelly,2751,4.15
Dan   Harris,2752,3.93
Ina Garten,2753,4.16
Quentin Bacon,2753,4.16
Michael Connelly,2754,4.11
Isaac Asimov,2755,4.08
Peter Lerangis,2756,3.97
Sena Jeter Naslund,2757,4.02
CLAMP,2758,4.12
Anthony Gerard,2758,4.12
Darren Shan,2759,4.07
Alan Moore,2760,3.93
Kevin O'Neill,2760,3.93
M.T. Anderson,2761,3.54
Nalini Singh,2762,4.12
Euripides,2763,3.83
Rex Warner,2763,3.83
Cinda Williams Chima,2764,4.2
Hannah Hurnard,2765,4.3
Charles Burns,2766,3.83
Brian K. Vaughan,2767,4.56
Fiona Staples,2767,4.56
Lee Child,2768,3.9
Therese Anne Fowler,2769,3.82
Kurt Vonnegut Jr.,2770,4.07
Catherine Ryan Hyde,2771,3.92
Martha Hall Kelly,2772,4.31
James Patterson,2773,4.06
Maxine Paetro,2773,4.06
Lee Child,2774,3.95
Anthony Marra,2775,4.13
Abbi Glines,2776,4.24
Will Schwalbe,2777,3.81
Lauren Barnholdt,2778,3.8
Raine Miller,2779,4.11
John Flanagan,2780,4.33
C.S. Lewis,2781,4.26
Warren Ellis,2782,4.23
Darick Robertston,2782,4.23
Garth Ennis,2782,4.23
Tamora Pierce,2783,4.3
George W. Bush,2784,3.77
James Patterson,2785,3.57
Gabrielle Charbonnet,2785,3.57
Jean Craighead George,2786,3.79
John Schoenherr,2786,3.79
Judy Blume,2787,3.63
David McCullough,2788,4.16
Robert Ludlum,2789,4.03
Jon Meacham,2790,3.76
David Baldacci,2791,4.07
Brandon Sanderson,2792,4.3
Helen Fielding,2793,3.32
C.S. Lewis,2794,4.16
Mia Sheridan,2795,4.45
Alyson Richman,2796,4.2
Umberto Eco,2797,3.77
Girolamo De Michele,2797,3.77
Alastair McEwen,2797,3.77
Robert Graves,2798,4.27
Joelle Charbonneau,2799,4.05
Janet Evanovich,2800,3.75
Kirsty Moseley,2801,3.95
Tamora Pierce,2802,4.16
Darynda Jones,2803,4.07
Amanda Lindhout,2804,4.2
Sara Corbett,2804,4.2
Vera Brosgol,2805,3.88
Bret Easton Ellis,2806,3.71
Kim Harrison,2807,4.26
R.A. Salvatore,2808,4.13
Jean Rhys,2809,3.56
John Fowles,2810,4.04
David Eddings,2811,4.1
Louise Rennison,2812,3.96
Caroline Kepnes,2813,3.83
Laini Taylor,2814,4.23
John Grisham,2815,3.41
Colleen Houck,2816,4.07
Frank Herbert,2817,3.89
Jacqueline Woodson,2818,4.11
Mira Grant,2819,3.86
Gwyn Hyman Rubio,2820,3.68
L.M. Montgomery,2821,4.12
Steve Berry,2822,3.81
Sue Grafton,2823,4.01
Katherine Howe,2824,3.7
Steven Erikson,2825,4.25
Kylie Scott,2826,4.15
Jeffrey Archer,2827,4.0
Joe Abercrombie,2828,4.16
Emma Healey,2829,3.7
Vince Flynn,2830,4.36
Isabel Wilkerson,2831,4.31
Claire North,2832,4.04
Carlos Ruiz Zafon,2833,3.96
Barbara W. Tuchman,2834,4.18
Robert K. Massie,2834,4.18
Vince Flynn,2835,4.32
John Marsden,2836,4.05
Robert M. Edsel,2837,3.75
Bret Witter,2837,3.75
Ava Dellaira,2838,3.82
Helen Bryan,2839,3.75
Yaa Gyasi,2840,4.41
Mary Roach,2841,3.93
David Baldacci,2842,4.17
Mark Millar,2843,4.04
John Romita Jr.,2843,4.04
Rob Liefeld,2843,4.04
Immaculee Ilibagiza,2844,4.43
Steve Erwin,2844,4.43
Michael  Grant,2845,4.18
Charles Dickens,2846,3.5
Joel Dicker,2847,3.94
Kate Atkinson,2848,3.92
Harlan Coben,2849,3.98
Maria V. Snyder,2850,4.06
CLAMP,2851,4.05
Shirley Kubo,2851,4.05
Koushun Takami,2852,4.24
Yuji Oniki,2852,4.24
Sarah Addison Allen,2853,3.97
Nevil Shute,2854,4.12
Sophia Amoruso,2855,3.71
Diane Chamberlain,2856,4.09
Elizabeth Peters,2857,4.02
Nora Roberts,2858,4.11
Tom Clancy,2859,4.03
C.S. Lewis,2860,4.19
Anthony Horowitz,2861,4.1
Dean Koontz,2862,3.98
Daniel Silva,2863,4.0
Mo Willems,2864,4.26
Edward Gorey,2865,4.23
Terry Pratchett,2866,3.74
Stephen Baxter,2866,3.74
Steven Pressfield,2867,4.07
Robert McKee,2867,4.07
Abbi Glines,2868,3.95
Raymond Carver,2869,4.22
Sarah Dessen,2870,3.49
Michael J. Sullivan,2871,4.21
Diane Chamberlain,2872,4.21
Larry Niven,2873,3.98
Jerry Pournelle,2873,3.98
Nora Roberts,2874,4.07
W. Somerset Maugham,2875,4.11
Benjamin DeMott,2875,4.11
Maeve Binchy,2875,4.11
Gayle Forman,2876,3.78
A.A. Milne,2877,4.49
Ernest H. Shepard,2877,4.49
Lisa Gardner,2878,3.97
Virginia Lee Burton,2879,4.2
Veronica Roth,2880,4.32
Terry Pratchett,2881,4.23
Nora Roberts,2882,4.17
Jodi Picoult,2883,3.59
Alexandra Bracken,2884,4.33
Vicki Myron,2885,3.85
Bret Witter,2885,3.85
Soman Chainani,2886,4.0
Kim Harrison,2887,4.33
Tana French,2888,3.83
Brandon Sanderson,2889,4.55
Jeffery Deaver,2890,4.16
Gordon Korman,2891,4.04
Margret Rey,2892,4.23
H.A. Rey,2892,4.23
Michael Connelly,2893,4.14
Naoko Takeuchi,2894,4.29
Steven D. Levitt,2895,3.82
Stephen J. Dubner,2895,3.82
Raina Telgemeier,2896,4.14
Gurihiru,2896,4.14
Sarah Vowell,2897,3.98
Roger Zelazny,2898,4.1
Alice Hoffman,2899,3.73
Orson Scott Card,2900,3.89
MaryJanice Davidson,2901,3.81
Paulo Coelho,2902,3.61
Joseph Campbell,2903,4.3
Bill Moyers,2903,4.3
John Scalzi,2904,3.85
Jo Baker,2905,3.62
Cary Elwes,2906,4.08
Joe Layden,2906,4.08
Various,2906,4.08
Rob Reiner,2906,4.08
Peggy Rathmann,2907,4.2
Robyn Schneider,2908,3.78
Jude Watson,2909,4.02
Frank W. Abagnale,2910,4.05
Stan Redding,2910,4.05
Laurell K. Hamilton,2911,3.89
Gary Zukav,2912,3.97
J. Kenner,2913,4.21
Marisha Pessl,2914,3.7
Josh Malerman,2915,3.98
Dan Wells,2916,3.94
Timothy Egan,2917,4.04
Ellen Marie Wiseman,2918,3.86
Sara Shepard,2919,4.04
Vince Flynn,2920,4.31
Sylvia Plath,2921,4.23
Scott Snyder,2922,4.3
Greg Capullo,2922,4.3
Jonathan Glapion,2922,4.3
Christopher Moore,2923,3.81
Raymond Khoury,2924,3.57
Kathy Griffin,2925,3.8
Milan Kundera,2926,4.01
Aaron Asher,2926,4.01
Nicholas Evans,2927,3.77
Sherry Argov,2928,3.89
Sara Shepard,2929,4.15
Kim Harrison,2930,4.38
Edwin A. Abbott,2931,3.81
Banesh Hoffmann,2931,3.81
Libba Bray,2932,3.96
Tim Tharp,2933,3.53
Erich Fromm,2934,4.01
Peter D. Kramer,2934,4.01
Rainer Funk,2934,4.01
Suzanne Collins,2935,4.25
Terry Pratchett,2936,3.72
Neil Gaiman,2937,4.43
Shawn McManus,2937,4.43
Colleen Doran,2937,4.43
Bryan Talbot,2937,4.43
George Pratt,2937,4.43
Stan Woch,2937,4.43
Dick Giordano,2937,4.43
Todd Klein,2937,4.43
Marian Keyes,2938,3.77
Pat Conroy,2939,4.13
Francine Rivers,2940,4.6
Mary E. Pearson,2941,4.06
James Clavell,2942,4.25
Eleanor Brown,2943,3.36
Terry Pratchett,2944,4.25
Tom Perrotta,2945,3.38
Mihaly Csikszentmihalyi,2946,4.1
Margaret Weis,2947,4.13
Tracy Hickman,2947,4.13
Portia de Rossi,2948,3.83
Lisa Kleypas,2949,4.08
Carl Bernstein,2950,4.17
Bob Woodward,2950,4.17
Andrea Cremer,2951,4.12
George Eliot,2952,3.77
A.S. Byatt,2952,3.77
Gary Shteyngart,2953,3.44
Robin McKinley,2954,4.24
J.R. Ward,2955,4.3
Michelle Rowen,2956,4.45
Richelle Mead,2956,4.45
C.S. Lewis,2957,4.14
Douglas R. Hofstadter,2958,4.3
Tamora Pierce,2959,4.28
Robert Frost,2960,4.23
Edward Connery Lathem,2960,4.23
Rodman Philbrick,2961,3.98
Jennifer E. Smith,2962,3.69
Philip Yancey,2963,4.21
Vince Flynn,2964,4.3
Jean M. Auel,2965,3.77
Jeff Kinney,2966,4.28
Asne Seierstad,2967,3.76
Ingrid Christopherson,2967,3.76
D.J. MacHale,2968,3.93
China Mieville,2969,3.91
Kathy Reichs,2970,4.04
Ilona Andrews,2971,4.44
Chelsea M. Cameron,2972,4.01
Arthur Hailey,2973,3.92
James Patterson,2974,4.02
Harold Bloom,2975,4.35
Terry Southern,2975,4.35
David H. Goldsmith,2975,4.35
James Lundquist,2975,4.35
Lawrence R. Broer,2975,4.35
Peter J. Reed,2975,4.35
Loree Rackstraw,2975,4.35
William S. Doxey,2975,4.35
Jerome Klinkowitz,2975,4.35
Richard Giannone,2975,4.35
John L. Simons,2975,4.35
Leonard Mustazza,2975,4.35
Zoltan Ab di-Nagy,2975,4.35
Peter Freese,2975,4.35
Wendy B. Faris,2975,4.35
Beverly Cleary,2976,4.09
Alan Tiegreen,2976,4.09
Timothy Zahn,2977,4.2
Brandon Sanderson,2978,4.33
Stephen King,2979,3.85
Patricia McCormick,2980,4.19
James Patterson,2981,3.99
Alexander Pushkin,2982,4.08
James E. Falen,2982,4.08
Amie Kaufman,2983,3.93
Meagan Spooner,2983,3.93
Alison Goodman,2984,3.98
E.L. Konigsburg,2985,3.74
P.C. Cast,2986,3.98
Kristin Cast,2986,3.98
Rachel Hawkins,2987,4.09
Carolyn Keene,2988,3.98
Russell H. Tandy,2988,3.98
Sara Paretsky,2988,3.98
Nelson DeMille,2989,4.03
Hugh Lofting,2990,3.98
Michael Hague,2990,3.98
Jodi Picoult,2991,3.79
Arnold Lobel,2992,4.21
Shirley Jackson,2993,4.09
Adriana Trigiani,2994,3.86
Steve Berry,2995,3.92
Kelley Armstrong,2996,4.03
Richelle Mead,2997,4.39
Ilona Andrews,2998,4.46
Isabel Allende,2999,3.8
Nick Caistor,2999,3.8
Amanda Hopkinson,2999,3.8
Terry Pratchett,3000,4.11
Lara Adrian,3001,3.93
D.H. Lawrence,3002,3.61
Geoff Dyer,3002,3.61
Barbara Taylor Bradford,3003,4.16
Nicole  Williams,3004,4.02
David Baldacci,3005,4.05
William Gibson,3006,4.0
Lisa See,3007,3.59
Sarah Ockler,3008,3.89
Robert T. Kiyosaki,3009,4.05
Sharon L. Lechter,3009,4.05
Camilla Lackberg,3010,3.69
Steven T. Murray,3010,3.69
Jane Green,3011,3.7
Donna Mabry,3012,4.05
John Scalzi,3013,4.03
Laura Joffe Numeroff,3014,4.26
Felicia Bond,3014,4.26
Colleen Hoover,3015,4.3
Marian Keyes,3016,3.78
Georgia Cates,3017,4.25
Mary Higgins Clark,3018,4.0
Robin McKinley,3019,4.21
Franz Kafka,3020,4.01
Jason Baker,3020,4.01
Donna Freed,3020,4.01
Thrity Umrigar,3021,3.98
Unknown,3022,3.68
Burton Raffel,3022,3.68
Neil D. Isaacs,3022,3.68
Jerome K. Jerome,3023,3.9
Edward Abbey,3024,4.22
Janet Evanovich,3025,3.7
Tom Rath,3026,3.92
Tom Robbins,3027,3.97
Edward Rutherfurd,3028,4.07
Sidney Sheldon,3029,3.91
Richelle Mead,3030,4.57
Alyson Noel,3031,3.92
Bella Forrest,3032,3.83
Tom Wolfe,3033,4.23
Madeleine Wickham,3034,3.38
Tess Gerritsen,3035,4.13
Christopher Moore,3036,3.73
Edgar Allan Poe,3037,4.22
Byron Glaser,3037,4.22
Bill D. Fountain,3037,4.22
Jean Kwok,3038,3.96
Lauren Oliver,3039,3.56
Abbi Glines,3040,4.14
Leonardo da Vinci,3041,3.97
H. Anna Suh,3041,3.97
Kristin Hannah,3042,4.0
Blake Crouch,3043,4.12
Angie Sage,3044,4.04
Mark Zug,3044,4.04
Sophie Kinsella,3045,3.82
Mollie Katzen,3046,3.95
Dr. Seuss,3047,4.04
Orhan Pamuk,3048,3.83
Erdag M. Goknar,3048,3.83
Carlos Castaneda,3049,3.94
David Baldacci,3050,4.13
Marcia Brown,3051,4.23
Cinda Williams Chima,3052,3.95
Janet Evanovich,3053,3.79
John   Williams,3054,4.61
Neil Gaiman,3055,4.21
Chris Bachalo,3055,4.21
Mark Buckingham,3055,4.21
Tori Amos,3055,4.21
Catherine Marshall,3056,4.2
Tahereh Mafi,3057,4.27
Lisa Gardner,3058,4.18
Carol S. Dweck,3059,4.04
Jude Watson,3060,3.92
C.S. Lewis,3061,4.12
Richard H. Thaler,3062,3.8
Cass R. Sunstein,3062,3.8
Susan Cooper,3063,4.07
Jonathan Franzen,3064,3.59
Richard Paige,3065,3.94
Dean Koontz,3065,3.94
James Patterson,3066,3.98
Kristin Hannah,3067,3.89
Kurt Vonnegut Jr.,3068,3.87
Nassim Nicholas Taleb,3069,4.05
Kate Mosse,3070,3.55
Joseph J. Ellis,3071,3.92
Isaac Asimov,3072,4.13
Kerstin Gier,3073,4.19
Lawrence Wright,3074,4.02
Young Kim,3075,3.74
Stephenie Meyer,3075,3.74
John Fowles,3076,3.85
Samuel Taylor Coleridge,3077,3.93
Gustave Dore,3077,3.93
Robert Munsch,3078,4.32
Michael Martchenko,3078,4.32
John Steinbeck,3079,3.82
H. Rider Haggard,3080,3.8
Tina Reber,3081,4.26
Neil Gaiman,3082,4.55
Jill Thompson,3082,4.55
Vince Locke,3082,4.55
Peter Straub,3082,4.55
L.J. Smith,3083,3.57
Jeanne DuPrau,3084,3.65
Hermann Hesse,3085,4.19
Ursule Molinaro,3085,4.19
Neil Gaiman,3086,4.45
Bryan Talbot,3086,4.45
Stan Woch,3086,4.45
P. Craig Russell,3086,4.45
Shawn McManus,3086,4.45
John Watkiss,3086,4.45
Jill Thompson,3086,4.45
Duncan Eagleson,3086,4.45
Kent Williams,3086,4.45
Todd Klein,3086,4.45
Samantha Shannon,3087,3.75
Charles Dickens,3088,3.97
Helen Small,3088,3.97
Stephen Wall,3088,3.97
Anthony Horowitz,3089,4.11
Jacqueline Susann,3090,3.7
James A. Michener,3091,4.3
Dave Eggers,3092,3.62
Radwa Ashour,3093,4.29
rDw~ `shwr,3093,4.29
Michael Rosen,3094,4.27
Helen Oxenbury,3094,4.27
Richelle Mead,3095,4.61
David Eddings,3096,4.09
Nora Roberts,3097,4.11
James Patterson,3098,3.81
Howard Roughan,3098,3.81
Peter F. Hamilton,3099,4.24
Thomas Rockwell,3100,3.75
Edgar Allan Poe,3101,4.3
Philip Pullman,3101,4.3
Heather Gudenkauf,3102,3.93
Neil Gaiman,3103,3.92
David Herbert Donald,3104,4.17
Ilona Andrews,3105,4.33
Graham Greene,3106,3.96
Robert  Stone,3106,3.96
Katie Ashley,3107,4.05
Patricia Cornwell,3108,3.93
Patrick O'Brian,3109,4.1
Akira Toriyama,3110,4.42
Alastair Reynolds,3111,3.97
James Patterson,3112,3.88
Maxine Paetro,3112,3.88
Janet Evanovich,3113,3.77
Rachel Renee Russell,3114,4.16
Kresley Cole,3115,4.21
Beth Revis,3116,4.04
Trudi Canavan,3117,4.15
Amy Tan,3118,3.6
Nicholas Sparks,3119,4.01
Micah Sparks,3119,4.01
Lloyd Alexander,3120,4.26
Amy Plum,3121,4.0
Anne Morrow Lindbergh,3122,4.18
John Perkins,3123,3.83
Jorge Luis Borges,3124,4.47
Anthony Kerrigan,3124,4.47
Anthony Bonner,3124,4.47
John Sandford,3125,4.24
Ernest Hemingway,3126,4.28
Ray Bradbury,3127,4.08
Anne Rice,3128,3.81
Chip Heath,3129,4.02
Dan Heath,3129,4.02
Sejal Badani,3130,3.94
John Fowles,3131,3.99
Gail Carson Levine,3132,3.86
Kurt Vonnegut Jr.,3133,3.71
Amanda Coplin,3134,3.75
Bill Bryson,3135,4.06
Maeve Binchy,3136,3.98
Terry Brooks,3137,4.01
L.M. Montgomery,3138,4.04
Mikhail Lermontov,3139,4.11
Paul Foote,3139,4.11
Francine Rivers,3140,4.26
Ian McEwan,3141,3.41
Edmund Morris,3142,4.16
M.M. Kaye,3143,4.2
Lee Child,3144,3.9
Jasinda Wilder,3145,4.04
Paulo Coelho,3146,3.01
Brandon Sanderson,3147,4.25
Donna VanLiere,3148,4.22
Rory Freedman,3149,3.34
Kim Barnouin,3149,3.34
Kristen Ashley,3150,4.25
Margret Rey,3151,4.22
H.A. Rey,3151,4.22
Alice Schroeder,3152,4.05
Julie Garwood,3153,4.26
John Flanagan,3154,4.31
Harlan Coben,3155,3.95
Orhan Pamuk,3156,3.55
Maureen Freely,3156,3.55
John Flanagan,3157,4.38
Tess Gerritsen,3158,4.14
Betty Crocker,3159,4.25
Gabrielle Zevin,3160,3.91
Harlan Coben,3161,3.87
James Patterson,3162,3.82
Michael Ledwidge,3162,3.82
James Patterson,3163,4.0
Michael Ledwidge,3163,4.0
Holly Goldberg Sloan,3164,4.16
Claudia Gray,3165,3.8
Laurell K. Hamilton,3166,4.01
Vince Flynn,3167,4.33
Nora Roberts,3168,4.13
Angela Dawe,3168,4.13
Richard Connell,3169,3.91
Cory Doctorow,3170,3.94
Jeff Lindsay,3171,3.84
Jalaluddin Rumi,3172,4.44
Coleman Barks,3172,4.44
Lisa Genova,3173,3.98
Steven Erikson,3174,4.39
Dean Koontz,3175,3.92
Rachel Caine,3176,4.06
Tamora Pierce,3177,4.32
William R. Forstchen,3178,3.92
Suzanne Collins,3179,4.2
David Levithan,3180,3.89
Helen Gardner,3181,3.84
Fred S. Kleiner,3181,3.84
Christin J. Mamiya,3181,3.84
Terry Brooks,3182,3.97
Gena Showalter,3183,4.26
Sarah Addison Allen,3184,3.98
Jennifer L. Armentrout,3185,4.34
Chimamanda Ngozi Adichie,3186,4.11
Miranda July,3187,3.81
Kevin Hearne,3188,4.22
Kresley Cole,3189,4.3
Vince Flynn,3190,4.32
Brian K. Vaughan,3191,4.47
Fiona Staples,3191,4.47
Jamie McGuire,3192,4.08
Carl Hiaasen,3193,3.66
Curtis Sittenfeld,3194,3.35
Nick Hornby,3195,3.48
Jack Canfield,3196,3.94
Mark Victor Hansen,3196,3.94
Alexander McCall Smith,3197,3.95
Michael Connelly,3198,4.12
C.J. Roberts,3199,4.32
Terry Pratchett,3200,4.12
Kresley Cole,3201,4.09
Kurt Vonnegut Jr.,3202,4.02
Brian Froud,3203,3.88
Terry Windling,3203,3.88
Elin Hilderbrand,3204,3.88
Stephen King,3205,3.62
Bernie Wrightson,3205,3.62
Jane Yolen,3206,4.04
Alan Weisman,3207,3.79
Erik Larson,3208,4.05
Elin Hilderbrand,3209,3.69
Virginia Woolf,3210,3.86
Cecelia Ahern,3211,3.69
Anne Bronte,3212,3.65
Angeline Goreau,3212,3.65
Nora Roberts,3213,3.98
Vince Flynn,3214,4.35
Sherrilyn Kenyon,3215,4.59
Pat Conroy,3216,3.78
Ami McKay,3217,3.99
Lisa McMann,3218,3.95
Donna Tartt,3219,3.43
Rick Riordan,3220,4.58
Ingrid Law,3221,3.96
Bill Simmons,3222,4.16
James Patterson,3223,3.92
`y'D lqrny,3224,4.15
A.P.J. Abdul Kalam,3225,4.19
Arun Tiwari,3225,4.19
L.J. Smith,3226,4.22
Kevin Williamson,3226,4.22
Julie Plec,3226,4.22
Nate Silver,3227,3.96
Ruta Sepetys,3228,4.36
Agatha Christie,3229,3.85
Gary Russell,3230,4.59
Olivia Cunning,3231,4.05
Marjorie Flack,3232,4.15
Kurt Wiese,3232,4.15
Rachel Renee Russell,3233,4.28
Laura Ingalls Wilder,3234,4.05
Garth Williams,3234,4.05
Simon Sinek,3235,4.07
Fannie Flagg,3236,3.97
Dorothy Allison,3237,4.09
Libba Bray,3238,3.6
Daniel Suarez,3239,4.17
Scott Turow,3240,4.05
Leigh Bardugo,3241,4.62
Joy Adamson,3242,4.17
Alfred Bester,3243,4.13
Neil Gaiman,3243,4.13
Tamora Pierce,3244,4.27
Rosamund Hodge,3245,3.74
Dan Simmons,3246,4.16
Dan Simmons,3247,4.14
Shaun Tan,3248,4.33
Brandon Sanderson,3249,4.2
Steve Martin,3250,3.42
mSTf~ mHmwd,3251,3.95
Mark Twain,3252,4.07
Claire Messud,3253,3.31
Christopher Moore,3254,3.82
F. Scott Fitzgerald,3255,3.75
Augustine of Hippo,3256,3.88
Henry Chadwick,3256,3.88
Albert Cook Outler,3256,3.88
Kent Haruf,3257,3.96
Nora Roberts,3258,4.02
Cathy Marie Buchanan,3259,3.61
Chanda Hahn,3260,3.89
Sarah Silverman,3261,3.52
Patricia Highsmith,3262,3.93
Simone Elkeles,3263,4.12
James Clavell,3264,4.23
Christine Feehan,3265,4.01
Masashi Kishimoto,3266,4.57
Lauren Beukes,3267,3.49
Diane Ackerman,3268,3.44
David Mitchell,3269,3.82
Chris Hadfield,3270,4.14
Melissa Marr,3271,3.68
'Hlm mstGnmy,3272,3.73
Ahlam Mosteghanemi,3272,3.73
John Grisham,3273,3.46
Dr. Seuss,3274,3.95
J.K. Rowling,3275,4.77
Mary GrandPre,3275,4.77
Anthony Horowitz,3276,4.06
Harlan Coben,3277,4.1
Robin Hobb,3278,4.21
Joanna Cole,3279,4.26
Bruce Degen,3279,4.26
Michael Connelly,3280,4.15
Holly Black,3281,3.95
Cassandra Clare,3281,3.95
Daniel Abraham,3282,4.48
George R.R. Martin,3282,4.48
Tommy Patterson,3282,4.48
Candace Bushnell,3283,3.57
Bret Lott,3284,3.64
Veronica Roth,3285,3.98
Tim LaHaye,3286,3.94
Jerry B. Jenkins,3286,3.94
Michael Pollan,3287,3.99
khwl@ Hmdy,3288,4.04
Ellen Schreiber,3289,3.69
Kristin Hannah,3290,3.94
Tad Williams,3291,4.09
Adrian Conan Doyle,3292,4.4
John Dickson Carr,3292,4.4
Anna Quindlen,3293,4.01
Elena Ferrante,3294,4.29
Ann Goldstein,3294,4.29
Trudi Canavan,3295,4.07
Joshua Ferris,3296,3.45
Monica  Murphy,3297,3.94
Robin Hobb,3298,4.21
Maeve Binchy,3299,3.79
John Grisham,3300,3.8
Hisaya Nakajo,3301,4.16
David Ury,3301,4.16
Juliet Marillier,3302,4.28
Eric Carle,3303,4.19
Judy Blume,3304,3.82
Seth Godin,3305,3.87
Rudyard Kipling,3306,4.09
Candice Millard,3307,4.16
Atul Gawande,3308,4.23
Susanne Kuhlmann-Krieg,3308,4.23
Jim Butcher,3309,4.23
Roland Barthes,3310,3.92
Richard Howard,3310,3.92
Amy Tan,3311,3.98
Mary Kubica,3312,3.75
Andrew Davidson,3313,3.96
Neal Stephenson,3314,3.92
Elizabeth  Smart,3315,3.77
Chris Stewart,3315,3.77
Michael Buckley,3316,4.01
Peter Ferguson,3316,4.01
Terry Pratchett,3317,4.29
Stephen Briggs,3317,4.29
Caragh M. O'Brien,3318,3.89
Derek Landy,3319,4.21
Tom Percival,3319,4.21
Andy Warhol,3320,3.77
Vladimir Nabokov,3321,4.19
Tracy Chevalier,3322,3.67
Charles Dickens,3323,4.13
Michael Slater,3323,4.13
B.J. Novak,3324,3.66
Terry Pratchett,3325,4.39
Stephen Briggs,3325,4.39
Rachel Caine,3326,4.21
Nathan Filer,3327,3.79
Madeleine Roux,3328,3.64
Margaret Atwood,3329,3.37
Kim Harrison,3330,4.28
John Piper,3331,4.19
Holly Black,3332,3.86
Carl Hiaasen,3333,3.79
Alice Hoffman,3334,3.86
Jonah Lehrer,3335,3.75
Rachel Caine,3336,4.17
Neal Shusterman,3337,4.25
David Foster Wallace,3338,4.25
Eoin Colfer,3339,3.97
Anne Rice,3340,3.71
Brandon Sanderson,3341,4.45
Albert Camus,3342,4.18
Justin O'Brien,3342,4.18
Lauren Graham,3343,3.49
Robert Frost,3344,4.27
Becky Albertalli,3345,4.26
Elizabeth Gaskell,3346,4.07
Pam Morris,3346,4.07
A.G. Howard,3347,3.96
Virginia Lee Burton,3348,4.29
Primo Levi,3349,4.28
Stuart J. Woolf,3349,4.28
Philip Roth,3349,4.28
Cinda Williams Chima,3350,4.14
Jules Verne,3351,4.08
Caleb Carr,3351,4.08
Jordan Stump,3351,4.08
Susan Vreeland,3352,3.72
William Steig,3353,4.14
Philippa Gregory,3354,3.96
Harlan Coben,3355,4.07
Carolyn Jessop,3356,3.96
Laura Palmer,3356,3.96
David Baldacci,3357,4.01
Douglas Adams,3358,4.51
Terry Pratchett,3359,4.06
Stephen R. Donaldson,3360,3.71
Marcus Buckingham,3361,3.92
